1,0.000991,0.004792,1
2,0.001052,0.004803,1
3,0.000672,0.004768,1
4,0.000561,0.004782,1
5,0.000651,0.004789,1
6,0.000721,0.004792,1
7,0.000691,0.004796,1
8,0.000741,0.004779,1
9,0.000721,0.004809,1
10,0.000771,0.004816,1
11,0.000852,0.004775,1
12,0.000791,0.004792,1
13,0.000841,0.004799,1
14,0.000862,0.004826,1
15,0.000892,0.004850,1
16,0.000931,0.004796,1
17,0.001002,0.004840,1
18,0.000982,0.004867,1
19,0.001012,0.004796,1
20,0.001052,0.004813,1
21,0.001112,0.004833,1
22,0.001142,0.004837,1
23,0.001152,0.004792,1
24,0.001263,0.004850,1
25,0.001253,0.004830,1
26,0.001233,0.004844,1
27,0.001293,0.004796,1
28,0.001323,0.004830,1
29,0.001323,0.004844,1
30,0.001412,0.004867,1
31,0.001422,0.004847,1
32,0.001442,0.004792,1
33,0.001473,0.004806,1
34,0.001463,0.004826,1
35,0.001533,0.004820,1
36,0.001553,0.004813,1
37,0.001553,0.004840,1
38,0.001633,0.004830,1
39,0.001593,0.004823,1
40,0.001673,0.004806,1
41,0.001664,0.004789,1
42,0.001723,0.004837,1
43,0.001883,0.004796,1
44,0.001884,0.004823,1
45,0.001843,0.004823,1
46,0.001884,0.004844,1
47,0.001863,0.004820,1
48,0.001933,0.004813,1
49,0.001984,0.004850,1
50,0.002063,0.004871,1
51,0.002034,0.004844,1
52,0.002074,0.004820,1
53,0.002124,0.004837,1
54,0.002064,0.004844,1
55,0.002164,0.004826,1
56,0.002264,0.004820,1
57,0.002245,0.004850,1
58,0.002214,0.004847,1
59,0.002255,0.004820,1
60,0.002254,0.004826,1
61,0.002295,0.004830,1
62,0.002364,0.004857,1
63,0.002505,0.004796,1
64,0.002445,0.004826,1
65,0.002484,0.004840,1
66,0.002505,0.004823,1
67,0.002575,0.004816,1
68,0.002525,0.004806,1
69,0.002595,0.004799,1
70,0.002604,0.004826,1
71,0.002604,0.004861,1
72,0.002675,0.004803,1
73,0.002715,0.004830,1
74,0.002745,0.004837,1
75,0.002715,0.004833,1
76,0.002785,0.004840,1
77,0.002785,0.004826,1
78,0.002855,0.004850,1
79,0.002906,0.004789,1
80,0.002956,0.004809,1
81,0.003026,0.004833,1
82,0.003036,0.004844,1
83,0.003136,0.004792,1
84,0.002985,0.004830,1
85,0.003136,0.004840,1
86,0.003116,0.004850,1
87,0.003196,0.004816,1
88,0.003156,0.004775,1
89,0.003226,0.004816,1
90,0.003206,0.004857,1
91,0.003266,0.004816,1
92,0.003316,0.004823,1
93,0.003317,0.004840,1
94,0.003336,0.004857,1
95,0.003427,0.004799,1
96,0.003396,0.004820,1
97,0.003436,0.004854,1
98,0.003447,0.004840,1
99,0.003536,0.004806,1
100,0.003557,0.004792,1
101,0.003667,0.004837,1
102,0.003626,0.004854,1
103,0.003686,0.004813,1
104,0.003687,0.004796,1
105,0.003757,0.004840,1
106,0.003747,0.004850,1
107,0.003717,0.004847,1
108,0.003757,0.004830,1
109,0.003797,0.004857,1
110,0.003837,0.004820,1
111,0.003817,0.004792,1
112,0.003907,0.004820,1
113,0.003997,0.004844,1
114,0.003927,0.004826,1
115,0.004127,0.004826,1
116,0.004098,0.004830,1
117,0.004067,0.004837,1
118,0.004148,0.004854,1
119,0.004137,0.004768,1
120,0.004168,0.004854,1
121,0.004218,0.004823,1
122,0.004318,0.004840,1
123,0.004268,0.004844,1
124,0.004298,0.004840,1
125,0.004388,0.004833,1
126,0.004418,0.004803,1
127,0.004348,0.004850,1
128,0.004439,0.004816,1
129,0.004419,0.004857,1
130,0.004499,0.004840,1
131,0.004488,0.004830,1
132,0.004539,0.004806,1
133,0.004549,0.004847,1
134,0.004578,0.004847,1
135,0.004629,0.004844,1
136,0.004659,0.004857,1
137,0.004658,0.004878,1
138,0.004749,0.004871,1
139,0.004759,0.004867,1
140,0.004729,0.004871,1
141,0.004809,0.004884,1
142,0.004859,0.004007,1
143,0.004930,0.003994,1
144,0.005380,0.003980,1
145,0.004979,0.003994,1
146,0.004999,0.004000,1
147,0.005009,0.004096,1
148,0.005020,0.003980,1
149,0.005090,0.004000,1
150,0.005069,0.004045,1
151,0.005150,0.003983,1
152,0.005190,0.003977,1
153,0.005209,0.004007,1
154,0.005209,0.003977,1
155,0.005290,0.003994,1
156,0.005249,0.003973,1
157,0.005310,0.004011,1
158,0.012473,0.003980,1
159,0.005420,0.003977,1
160,0.005380,0.004011,1
161,0.005380,0.003987,1
162,0.005410,0.003980,1
163,0.005480,0.004028,1
164,0.005500,0.003987,1
165,0.005590,0.004011,1
166,0.005571,0.004011,1
167,0.005701,0.004000,1
168,0.005591,0.003994,1
169,0.005780,0.003983,1
170,0.005701,0.004011,1
171,0.005791,0.003983,1
172,0.005700,0.003977,1
173,0.005791,0.003997,1
174,0.005801,0.003983,1
175,0.005831,0.004017,1
176,0.005881,0.004000,1
177,0.005861,0.004017,1
178,0.005981,0.004014,1
179,0.005992,0.004011,1
180,0.006061,0.003994,1
181,0.006021,0.003977,1
182,0.006001,0.003990,1
183,0.006052,0.004000,1
184,0.006151,0.004011,1
185,0.006212,0.003977,1
186,0.006302,0.004072,1
187,0.006252,0.004011,1
188,0.006222,0.004004,1
189,0.006271,0.003980,1
190,0.006282,0.004017,1
191,0.006311,0.003980,1
192,0.006432,0.004007,1
193,0.006422,0.004000,1
194,0.006422,0.003980,1
195,0.006512,0.004011,1
196,0.006472,0.004004,1
197,0.006502,0.003997,1
198,0.006492,0.004017,1
199,0.006602,0.004004,1
200,0.006592,0.004014,1
201,0.006663,0.003997,1
202,0.006673,0.003983,1
203,0.006833,0.003983,1
204,0.006763,0.004011,1
205,0.006752,0.003980,1
206,0.006792,0.003983,1
207,0.006913,0.003994,1
208,0.006902,0.003987,1
209,0.006923,0.004014,1
210,0.006963,0.004014,1
211,0.006993,0.004000,1
212,0.007053,0.004055,1
213,0.007033,0.004011,1
214,0.007043,0.003980,1
215,0.007073,0.004007,1
216,0.007143,0.004007,1
217,0.007124,0.003997,1
218,0.007263,0.003997,1
219,0.007193,0.003990,1
220,0.007203,0.003987,1
221,0.007273,0.003987,1
222,0.007344,0.003987,1
223,0.007423,0.003980,1
224,0.007364,0.003990,1
225,0.007394,0.003980,1
226,0.007434,0.004004,1
227,0.007453,0.003990,1
228,0.007454,0.003977,1
229,0.007564,0.004004,1
230,0.007484,0.003977,1
